flight_number,airline_name,departure_airport,departure_city,departure_country,arrival_airport,arrival_city,duration_hours,departure_time,arrival_time
NH4186,All Nippon Airways,Haneda,Tokyo,Japan,Cairo International,Cairo,5,1/2/2022,12/3/2022
NZ1680,Air New Zealand,Auckland Airport,Auckland,New Zealand,Sydney Airport,Sydney,6,4/16/2022,10/21/2022
NZ8247,Air New Zealand,Auckland Airport,Auckland,New Zealand,Sydney Airport,Sydney,23,12/7/2022,11/14/2022
NH3493,All Nippon Airways,Haneda,Tokyo,Japan,Incheon International,Seoul,13,11/29/2022,7/26/2022
KE8210,Korean Air,Incheon International,Seoul,South Korea,Haneda,Tokyo,12,5/29/2022,9/13/2022
NZ2679,Air New Zealand,Auckland Airport,Auckland,New Zealand,Sydney Airport,Sydney,2,9/13/2022,9/3/2022
IB7103,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Charles de Gaulle,Paris,24,9/4/2022,8/25/2022
DL9915,Delta Air Lines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,5,9/27/2022,8/31/2022
KE6076,Korean Air,Incheon International,Seoul,South Korea,Haneda,Tokyo,20,4/5/2022,12/7/2022
AV3870,Avianca,El Dorado International,Bogotá,Colombia,Denver International,Denver,12,1/7/2022,4/14/2022
EK9536,Emirates,Dubai International,Dubai,UAE,O.R. Tambo International,Johannesburg,12,2/23/2022,5/14/2022
QR2850,Qatar Airways,Hamad International,Doha,Qatar,Bole International,Addis Ababa,4,11/23/2022,6/21/2022
QR8304,Qatar Airways,Hamad International,Doha,Qatar,Bole International,Addis Ababa,5,6/7/2022,5/13/2022
DL8435,Delta Air Lines,John F. Kennedy International,New York,USA,Amsterdam Airport Schiphol,Amsterdam,8,8/26/2022,3/14/2022
BA4087,British Airways,Heathrow,London,UK,Charles de Gaulle,Paris,5,9/11/2022,7/29/2022
AC3232,Air Canada,Toronto Pearson,Toronto,Canada,John F. Kennedy International,New York,16,10/18/2022,2/12/2022
SQ9239,Singapore Airlines,Changi,Singapore,Singapore,Beijing Capital International,Beijing,6,1/3/2022,12/3/2022
QF3265,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,4,6/11/2022,8/27/2022
AC1080,Air Canada,Toronto Pearson,Toronto,Canada,O'Hare International,Chicago,21,5/11/2022,11/26/2022
IB4194,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Charles de Gaulle,Paris,15,7/19/2022,5/10/2022
DL6866,Delta Air Lines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,13,1/3/2022,2/20/2022
ET9590,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,Indira Gandhi International,Delhi,12,12/24/2022,5/5/2022
NZ7733,Air New Zealand,Auckland Airport,Auckland,New Zealand,Sydney Airport,Sydney,4,12/14/2022,6/29/2022
AZ3842,Alitalia,Leonardo da Vinci International,Rome,Italy,Charles de Gaulle,Paris,17,9/13/2022,6/4/2022
QF7248,Qantas,Sydney Airport,Sydney,Australia,Beijing Capital International,Beijing,14,3/21/2022,11/6/2022
LH9308,Lufthansa,Frankfurt Airport,Frankfurt,Germany,Charles de Gaulle,Paris,16,12/7/2022,5/4/2022
BA2542,British Airways,Heathrow,London,UK,Charles de Gaulle,Paris,22,8/25/2022,2/17/2022
CX7552,Cathay Pacific,Hong Kong International,Hong Kong,China,Changi,Singapore,2,1/31/2022,6/13/2022
AI6733,Air India,Indira Gandhi International,Delhi,India,Chhatrapati Shivaji International,Mumbai,17,5/11/2022,11/11/2022
CX4393,Cathay Pacific,Hong Kong International,Hong Kong,China,Changi,Singapore,17,6/26/2022,10/20/2022
QF6081,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,20,4/30/2022,12/6/2022
AA7759,American Airlines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,9,11/14/2022,2/21/2022
AI6865,Air India,Indira Gandhi International,Delhi,India,Dubai International,Dubai,13,6/20/2022,3/30/2022
IB8240,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Charles de Gaulle,Paris,21,11/26/2022,12/4/2022
AA9403,American Airlines,John F. Kennedy International,New York,USA,Arturo Merino Benítez International,Santiago,12,1/14/2022,2/15/2022
KL3724,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Charles de Gaulle,Paris,17,12/29/2022,12/9/2022
BA1985,British Airways,Heathrow,London,UK,Charles de Gaulle,Paris,6,9/27/2022,3/27/2022
LA7284,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Ministro Pistarini International,Buenos Aires,4,6/23/2022,4/25/2022
NH4808,All Nippon Airways,Haneda,Tokyo,Japan,Incheon International,Seoul,16,3/23/2022,10/6/2022
AA4621,American Airlines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,10,8/1/2022,5/16/2022
AC2119,Air Canada,Toronto Pearson,Toronto,Canada,John F. Kennedy International,New York,20,11/20/2022,11/6/2022
BA6412,British Airways,Heathrow,London,UK,Dubai International,Dubai,18,3/2/2022,4/10/2022
AV9052,Avianca,El Dorado International,Bogotá,Colombia,O'Hare International,Chicago,5,3/6/2022,4/27/2022
QF4202,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,20,3/18/2022,1/10/2022
LA2324,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Ministro Pistarini International,Buenos Aires,21,4/12/2022,3/7/2022
NZ6996,Air New Zealand,Auckland Airport,Auckland,New Zealand,Sydney Airport,Sydney,1,1/2/2022,8/27/2022
SQ4035,Singapore Airlines,Changi,Singapore,Singapore,Beijing Capital International,Beijing,23,1/27/2022,7/2/2022
AV7819,Avianca,El Dorado International,Bogotá,Colombia,Hartsfield-Jackson Atlanta,Atlanta,23,11/25/2022,10/12/2022
AZ3825,Alitalia,Leonardo da Vinci International,Rome,Italy,Charles de Gaulle,Paris,7,10/2/2022,9/1/2022
CX5044,Cathay Pacific,Hong Kong International,Hong Kong,China,Changi,Singapore,2,6/1/2022,11/7/2022
SA7437,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Charles de Gaulle,Paris,20,5/14/2022,11/2/2022
AM4613,Aeroméxico,Benito Juárez International,Mexico City,Mexico,O'Hare International,Chicago,9,8/15/2022,10/23/2022
AA8312,American Airlines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,9,4/30/2022,6/14/2022
UA5234,United Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,21,12/7/2022,11/20/2022
AV3171,Avianca,El Dorado International,Bogotá,Colombia,Jomo Kenyatta International,Nairobi,3,12/26/2022,7/16/2022
KL4516,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Charles de Gaulle,Paris,21,11/8/2022,6/1/2022
AZ5690,Alitalia,Leonardo da Vinci International,Rome,Italy,Amsterdam Airport Schiphol,Amsterdam,22,10/18/2022,10/24/2022
KL5358,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Charles de Gaulle,Paris,3,7/14/2022,12/9/2022
AM3135,Aeroméxico,Benito Juárez International,Mexico City,Mexico,O'Hare International,Chicago,17,12/5/2022,5/4/2022
KL1814,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Charles de Gaulle,Paris,12,10/15/2022,1/4/2022
LH8760,Lufthansa,Frankfurt Airport,Frankfurt,Germany,Charles de Gaulle,Paris,12,1/23/2022,11/28/2022
NH3213,All Nippon Airways,Haneda,Tokyo,Japan,Incheon International,Seoul,7,7/16/2022,1/10/2022
AI5614,Air India,Indira Gandhi International,Delhi,India,Charles de Gaulle,Paris,6,2/7/2022,7/7/2022
SA4382,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Charles de Gaulle,Paris,7,12/10/2022,6/19/2022
ET6237,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,Frankfurt Airport,Frankfurt,7,10/30/2022,2/25/2022
LA7043,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Ministro Pistarini International,Buenos Aires,2,11/1/2022,2/20/2022
LA7200,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Ministro Pistarini International,Buenos Aires,1,1/26/2022,12/20/2022
UA4308,United Airlines,Los Angeles International,Los Angeles,USA,Seattle-Tacoma International,Seattle,6,9/24/2022,5/15/2022
AA1630,American Airlines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,9,11/18/2022,3/25/2022
NZ6454,Air New Zealand,Auckland Airport,Auckland,New Zealand,Sydney Airport,Sydney,24,5/8/2022,11/11/2022
NZ5869,Air New Zealand,Auckland Airport,Auckland,New Zealand,Kuala Lumpur International,Kuala Lumpur,19,5/19/2022,5/28/2022
SK3298,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,Charles de Gaulle,Paris,3,10/30/2022,5/5/2022
AZ6753,Alitalia,Leonardo da Vinci International,Rome,Italy,Arturo Merino Benítez International,Santiago,13,2/23/2022,9/21/2022
AC7189,Air Canada,Toronto Pearson,Toronto,Canada,Ministro Pistarini International,Buenos Aires,5,6/30/2022,2/20/2022
IB3454,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Leonardo da Vinci International,Rome,7,6/21/2022,5/21/2022
SA5186,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Charles de Gaulle,Paris,10,10/6/2022,2/17/2022
KE3449,Korean Air,Incheon International,Seoul,South Korea,Haneda,Tokyo,8,2/6/2022,4/16/2022
TG6097,Thai Airways,Suvarnabhumi,Bangkok,Thailand,Changi,Singapore,10,10/15/2022,3/30/2022
SK2568,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,Charles de Gaulle,Paris,13,12/16/2022,5/22/2022
LH5523,Lufthansa,Frankfurt Airport,Frankfurt,Germany,Charles de Gaulle,Paris,23,7/3/2022,12/20/2022
AF1722,Air France,Charles de Gaulle,Paris,France,Arturo Merino Benítez International,Santiago,8,8/2/2022,8/17/2022
QR3795,Qatar Airways,Hamad International,Doha,Qatar,Copenhagen Airport,Copenhagen,19,6/17/2022,3/1/2022
QR4927,Qatar Airways,Hamad International,Doha,Qatar,Bole International,Addis Ababa,20,4/15/2022,10/13/2022
EK1908,Emirates,Dubai International,Dubai,UAE,Copenhagen Airport,Copenhagen,4,10/7/2022,7/30/2022
SQ4113,Singapore Airlines,Changi,Singapore,Singapore,Melbourne Airport,Melbourne,5,1/3/2022,6/23/2022
AZ1212,Alitalia,Leonardo da Vinci International,Rome,Italy,Charles de Gaulle,Paris,13,10/28/2022,11/17/2022
KE1052,Korean Air,Incheon International,Seoul,South Korea,Haneda,Tokyo,7,5/10/2022,1/11/2022
NZ3523,Air New Zealand,Auckland Airport,Auckland,New Zealand,Sydney Airport,Sydney,2,7/12/2022,1/3/2022
SA9164,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Charles de Gaulle,Paris,8,5/10/2022,3/29/2022
SA2594,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Charles de Gaulle,Paris,5,3/23/2022,7/5/2022
AI6621,Air India,Indira Gandhi International,Delhi,India,Chhatrapati Shivaji International,Mumbai,10,1/10/2022,3/1/2022
QR7511,Qatar Airways,Hamad International,Doha,Qatar,Bole International,Addis Ababa,20,12/7/2022,3/6/2022
QR6757,Qatar Airways,Hamad International,Doha,Qatar,Bole International,Addis Ababa,15,11/22/2022,5/25/2022
